,fullname,likes,retweets,timestamp,tweet,username
0,exiledsurfer,0,0,1293710072000,@glynmoody  i also dont quite get bitcoin :(,@exiledsurfer
1,Bitcoin,0,1,1291093062000,Hacker News | Wikipedia deleted the bitcoin page :(: 1 point by noagendamarket 14 hours ago | link | pa... http://bit.ly/eEGbYJ #bitcoin,@bitcoinpoet
2,Bitcoin,0,0,1289136634000,@thesuperfluid When I spoke to IGE.com they said they only sold currency.I dont think they get that bitcoin IS a currency :(,@bitcoinpoet
