,positif,negatif,cours,ratio
2009-01-04,,,0.0,0.0
2009-01-11,,,0.0,0.0
2009-01-18,,,0.0,0.0
2009-01-25,,,0.0,0.0
2009-02-01,,,0.0,0.0
2009-02-08,,,0.0,0.0
2009-02-15,,,0.0,0.0
2009-02-22,,,0.0,0.0
2009-03-01,,,0.0,0.0
2009-03-08,,,0.0,0.0
2009-03-15,,,0.0,0.0
2009-03-22,,,0.0,0.0
2009-03-29,,,0.0,0.0
2009-04-05,,,0.0,0.0
2009-04-12,,,0.0,0.0
2009-04-19,,,0.0,0.0
2009-04-26,,,0.0,0.0
2009-05-03,,,0.0,0.0
2009-05-10,,,0.0,0.0
2009-05-17,,,0.0,0.0
2009-05-24,,,0.0,0.0
2009-05-31,,,0.0,0.0
2009-06-07,,,0.0,0.0
2009-06-14,,,0.0,0.0
2009-06-21,,,0.0,0.0
2009-06-28,,,0.0,0.0
2009-07-05,,,0.0,0.0
2009-07-12,,,0.0,0.0
2009-07-19,,,0.0,0.0
2009-07-26,,,0.0,0.0
2009-08-02,,,0.0,0.0
2009-08-09,,,0.0,0.0
2009-08-16,,,0.0,0.0
2009-08-23,,,0.0,0.0
2009-08-30,,,0.0,0.0
2009-09-06,,,0.0,0.0
2009-09-13,,,0.0,0.0
2009-09-20,,,0.0,0.0
2009-09-27,,,0.0,0.0
2009-10-04,,,0.0,0.0
2009-10-11,,,0.0,0.0
2009-10-18,,,0.0,0.0
2009-10-25,,,0.0,0.0
2009-11-01,,,0.0,0.0
2009-11-08,,,0.0,0.0
2009-11-15,,,0.0,0.0
2009-11-22,,,0.0,0.0
2009-11-29,,,0.0,0.0
2009-12-06,,,0.0,0.0
2009-12-13,,,0.0,0.0
2009-12-20,,,0.0,0.0
2009-12-27,,,0.0,0.0
2010-01-03,,,0.0,0.0
2010-01-10,,,0.0,0.0
2010-01-17,,,0.0,0.0
2010-01-24,,,0.0,0.0
2010-01-31,,,0.0,0.0
2010-02-07,,,0.0,0.0
2010-02-14,,,0.0,0.0
2010-02-21,,,0.0,0.0
2010-02-28,,,0.0,0.0
2010-03-07,,,0.0,0.0
2010-03-14,,,0.0,0.0
2010-03-21,,,0.0,0.0
2010-03-28,,,0.0,0.0
2010-04-04,,,0.0,0.0
2010-04-11,,,0.0,0.0
2010-04-18,,,0.0,0.0
2010-04-25,,,0.0,0.0
2010-05-02,,,0.0,0.0
2010-05-09,,,0.0,0.0
2010-05-16,,,0.0,0.0
2010-05-23,,,0.0,0.0
2010-05-30,,,0.0,0.0
2010-06-06,,,0.0,0.0
2010-06-12,1.0,,,0.0
2010-06-13,,,0.0,0.0
2010-06-20,,,0.0,0.0
2010-06-27,,,0.0,0.0
2010-07-04,,,0.0,0.0
2010-07-11,,,0.0,0.0
2010-07-12,2.0,,,0.0
2010-07-15,1.0,,,0.0
2010-07-18,,,0.0,0.0
2010-07-19,1.0,,,0.0
2010-07-20,1.0,,,0.0
2010-07-25,,,0.0,0.0
2010-08-01,,,0.0,0.0
2010-08-08,,,0.0,0.0
2010-08-15,,,0.0,0.0
2010-08-16,1.0,,,0.0
2010-08-22,,,0.07,0.0
2010-08-27,2.0,,,0.0
2010-08-29,,,0.06,0.0
2010-08-30,1.0,,,0.0
2010-09-05,,,0.06,0.0
2010-09-08,1.0,,,0.0
2010-09-12,,,0.06,0.0
2010-09-19,,,0.06,0.0
2010-09-26,,,0.06,0.0
2010-10-03,,,0.06,0.0
2010-10-10,,,0.12,0.0
2010-10-17,,,0.1,0.0
2010-10-18,2.0,,,0.0
2010-10-24,,,0.19,0.0
2010-10-31,,,0.2,0.0
2010-11-07,,1.0,0.5,0.0
2010-11-10,1.0,,,0.0
2010-11-11,1.0,,,0.0
2010-11-14,,,0.3,0.0
2010-11-16,1.0,,,0.0
2010-11-17,1.0,,,0.0
2010-11-18,1.0,,,0.0
2010-11-21,2.0,,0.29,0.0
2010-11-23,1.0,,,0.0
2010-11-24,1.0,,,0.0
2010-11-25,1.0,,,0.0
2010-11-27,1.0,,,0.0
2010-11-28,,,0.28,0.0
2010-11-30,1.0,1.0,,0.5
2010-12-02,2.0,,,0.0
2010-12-05,,,0.24,0.0
2010-12-07,2.0,,,0.0
2010-12-11,4.0,,,0.0
2010-12-12,1.0,,0.23,0.0
2010-12-13,3.0,,,0.0
2010-12-18,1.0,,,0.0
2010-12-19,2.0,,0.25,0.0
2010-12-20,2.0,,,0.0
2010-12-25,1.0,,,0.0
2010-12-26,,,0.27,0.0
2010-12-28,1.0,,,0.0
2010-12-29,2.0,,,0.0
2010-12-30,,1.0,,0.0
2011-01-01,1.0,,,0.0
2011-01-02,,,0.3,0.0
2011-01-03,1.0,,,0.0
2011-01-04,1.0,,,0.0
2011-01-06,1.0,,,0.0
2011-01-08,1.0,,,0.0
2011-01-09,,,0.32,0.0
2011-01-10,1.0,,,0.0
2011-01-13,1.0,,,0.0
2011-01-14,1.0,,,0.0
2011-01-16,,,0.4,0.0
2011-01-21,1.0,,,0.0
2011-01-22,1.0,,,0.0
2011-01-23,,,0.44,0.0
2011-01-26,1.0,,,0.0
2011-01-30,,,0.48,0.0
2011-02-05,2.0,,,0.0
2011-02-06,,,0.92,0.0
2011-02-09,3.0,,,0.0
2011-02-10,5.0,1.0,,0.83
2011-02-11,1.0,,,0.0
2011-02-12,4.0,,,0.0
2011-02-13,1.0,,1.08,0.0
2011-02-14,7.0,,,0.0
2011-02-16,1.0,,,0.0
2011-02-17,2.0,,,0.0
2011-02-18,2.0,,,0.0
2011-02-19,1.0,,,0.0
2011-02-20,,,0.95,0.0
2011-02-22,,1.0,,0.0
2011-02-23,1.0,,,0.0
2011-02-24,1.0,,,0.0
2011-02-25,1.0,,,0.0
2011-02-27,1.0,,0.96,0.0
2011-03-02,4.0,,,0.0
2011-03-04,1.0,,,0.0
2011-03-06,,1.0,0.91,0.0
2011-03-08,2.0,2.0,,0.5
2011-03-10,1.0,,,0.0
2011-03-11,1.0,,,0.0
2011-03-13,,,0.92,0.0
2011-03-14,2.0,,,0.0
2011-03-15,,1.0,,0.0
2011-03-16,1.0,,,0.0
2011-03-19,1.0,,,0.0
2011-03-20,,,0.79,0.0
2011-03-22,3.0,,,0.0
2011-03-23,3.0,,,0.0
2011-03-24,1.0,,,0.0
2011-03-25,1.0,,,0.0
2011-03-26,1.0,,,0.0
2011-03-27,,,0.9,0.0
2011-03-28,1.0,,,0.0
2011-03-30,2.0,,,0.0
2011-04-01,3.0,,,0.0
2011-04-02,1.0,,,0.0
2011-04-03,1.0,,0.8,0.0
2011-04-04,1.0,1.0,,0.5
2011-04-05,1.0,,,0.0
2011-04-06,5.0,,,0.0
2011-04-07,1.0,,,0.0
2011-04-08,3.0,,,0.0
2011-04-09,1.0,,,0.0
2011-04-10,1.0,,0.76,0.0
2011-04-11,1.0,,,0.0
2011-04-12,1.0,,,0.0
2011-04-13,1.0,,,0.0
2011-04-14,1.0,1.0,,0.5
2011-04-15,3.0,,,0.0
2011-04-16,4.0,,,0.0
2011-04-17,,,1.08,0.0
2011-04-18,3.0,,,0.0
2011-04-19,6.0,,,0.0
2011-04-20,3.0,,,0.0
2011-04-21,2.0,,,0.0
2011-04-22,5.0,,,0.0
2011-04-23,2.0,,,0.0
2011-04-24,3.0,,1.95,0.0
2011-04-25,2.0,,,0.0
2011-04-26,3.0,,,0.0
2011-04-27,5.0,,,0.0
2011-04-28,6.0,,,0.0
2011-04-29,6.0,,,0.0
2011-04-30,7.0,,,0.0
2011-05-01,2.0,1.0,4.09,0.67
2011-05-02,1.0,1.0,,0.5
2011-05-03,3.0,,,0.0
2011-05-04,2.0,,,0.0
2011-05-05,5.0,,,0.0
2011-05-06,2.0,,,0.0
2011-05-07,1.0,,,0.0
2011-05-08,4.0,,3.9,0.0
2011-05-09,7.0,1.0,,0.88
2011-05-10,6.0,,,0.0
2011-05-11,6.0,,,0.0
2011-05-12,8.0,,,0.0
2011-05-13,11.0,1.0,,0.92
2011-05-14,1.0,,,0.0
2011-05-15,3.0,,8.55,0.0
2011-05-16,25.0,2.0,,0.93
2011-05-17,29.0,3.0,,0.91
2011-05-18,9.0,,,0.0
2011-05-19,9.0,,,0.0
2011-05-20,11.0,1.0,,0.92
2011-05-21,9.0,,,0.0
2011-05-22,8.0,,6.61,0.0
2011-05-23,10.0,2.0,,0.83
2011-05-24,11.0,1.0,,0.92
2011-05-25,10.0,,,0.0
2011-05-26,9.0,1.0,,0.9
2011-05-27,10.0,,,0.0
2011-05-28,7.0,,,0.0
2011-05-29,6.0,2.0,8.5,0.75
2011-05-30,7.0,,,0.0
2011-05-31,17.0,1.0,,0.94
2011-06-01,24.0,1.0,,0.96
2011-06-02,23.0,2.0,,0.92
2011-06-03,30.0,5.0,,0.86
2011-06-04,12.0,1.0,,0.92
2011-06-05,16.0,,19.0,0.0
2011-06-06,25.0,,,0.0
2011-06-07,15.0,3.0,,0.83
2011-06-08,30.0,3.0,,0.91
2011-06-09,28.0,4.0,,0.88
2011-06-10,17.0,1.0,,0.94
2011-06-11,21.0,1.0,,0.95
2011-06-12,30.0,3.0,24.99,0.91
2011-06-13,13.0,,,0.0
2011-06-14,19.0,3.0,,0.86
2011-06-15,26.0,1.0,,0.96
2011-06-16,30.0,8.0,,0.79
2011-06-17,18.0,3.0,,0.86
2011-06-18,12.0,1.0,,0.92
2011-06-19,23.0,4.0,18.88,0.85
2011-06-20,20.0,8.0,,0.71
2011-06-21,28.0,4.0,,0.88
2011-06-22,19.0,3.0,,0.86
2011-06-23,13.0,3.0,,0.81
2011-06-24,4.0,1.0,,0.8
2011-06-25,3.0,1.0,,0.75
2011-06-26,11.0,1.0,17.51,0.92
2011-06-27,8.0,1.0,,0.89
2011-06-28,11.0,,,0.0
2011-06-29,4.0,1.0,,0.8
2011-06-30,14.0,1.0,,0.93
2011-07-01,7.0,1.0,,0.88
2011-07-02,4.0,,,0.0
2011-07-03,1.0,,15.7,0.0
2011-07-04,1.0,,,0.0
2011-07-05,10.0,2.0,,0.83
2011-07-06,9.0,,,0.0
2011-07-07,13.0,,,0.0
2011-07-08,5.0,1.0,,0.83
2011-07-09,1.0,,,0.0
2011-07-10,9.0,,15.68,0.0
2011-07-11,7.0,1.0,,0.88
2011-07-12,5.0,2.0,,0.71
2011-07-13,9.0,,,0.0
2011-07-14,7.0,,,0.0
2011-07-15,7.0,,,0.0
2011-07-16,2.0,,,0.0
2011-07-17,1.0,2.0,13.96,0.33
2011-07-18,7.0,,,0.0
2011-07-19,1.0,1.0,,0.5
2011-07-20,4.0,,,0.0
2011-07-21,2.0,,,0.0
2011-07-22,4.0,,,0.0
2011-07-23,3.0,,,0.0
2011-07-24,2.0,,13.98,0.0
2011-07-25,6.0,,,0.0
2011-07-26,5.0,,,0.0
2011-07-27,7.0,1.0,,0.88
2011-07-28,5.0,1.0,,0.83
2011-07-29,2.0,,,0.0
2011-07-30,1.0,,,0.0
2011-07-31,1.0,1.0,14.9,0.5
2011-08-01,4.0,1.0,,0.8
2011-08-02,9.0,1.0,,0.9
2011-08-03,2.0,1.0,,0.67
2011-08-04,4.0,1.0,,0.8
2011-08-05,2.0,1.0,,0.67
2011-08-06,6.0,,,0.0
2011-08-07,1.0,,9.8,0.0
2011-08-08,5.0,4.0,,0.56
2011-08-09,1.0,,,0.0
2011-08-10,6.0,,,0.0
2011-08-11,4.0,1.0,,0.8
2011-08-12,3.0,1.0,,0.75
2011-08-13,2.0,,,0.0
2011-08-14,4.0,,11.24,0.0
2011-08-15,3.0,,,0.0
2011-08-16,2.0,1.0,,0.67
2011-08-17,5.0,,,0.0
2011-08-18,2.0,2.0,,0.5
2011-08-19,7.0,1.0,,0.88
2011-08-20,4.0,,,0.0
2011-08-21,2.0,,11.59,0.0
2011-08-22,4.0,1.0,,0.8
2011-08-23,2.0,,,0.0
2011-08-24,6.0,,,0.0
2011-08-25,2.0,,,0.0
2011-08-27,3.0,,,0.0
2011-08-28,3.0,,9.48,0.0
2011-08-29,7.0,,,0.0
2011-08-30,2.0,,,0.0
2011-08-31,1.0,,,0.0
2011-09-01,2.0,1.0,,0.67
2011-09-03,2.0,,,0.0
2011-09-04,2.0,,8.59,0.0
2011-09-05,2.0,,,0.0
2011-09-06,5.0,,,0.0
2011-09-07,2.0,,,0.0
2011-09-08,3.0,1.0,,0.75
2011-09-09,4.0,5.0,,0.44
2011-09-10,5.0,,,0.0
2011-09-11,5.0,2.0,7.4,0.71
2011-09-12,4.0,,,0.0
2011-09-13,2.0,,,0.0
2011-09-14,,1.0,,0.0
2011-09-16,3.0,,,0.0
2011-09-18,3.0,,5.0,0.0
2011-09-19,3.0,1.0,,0.75
2011-09-20,4.0,1.0,,0.8
2011-09-22,1.0,,,0.0
2011-09-23,1.0,,,0.0
2011-09-24,2.0,1.0,,0.67
2011-09-25,2.0,,5.5,0.0
2011-09-28,1.0,,,0.0
2011-09-29,1.0,1.0,,0.5
2011-09-30,2.0,,,0.0
2011-10-01,3.0,,,0.0
2011-10-02,4.0,,5.16,0.0
2011-10-04,2.0,,,0.0
2011-10-08,3.0,,,0.0
2011-10-09,,,4.39,0.0
2011-10-10,2.0,,,0.0
2011-10-11,2.0,1.0,,0.67
2011-10-12,2.0,1.0,,0.67
2011-10-13,1.0,,,0.0
2011-10-14,1.0,,,0.0
2011-10-16,2.0,,3.9,0.0
2011-10-17,5.0,,,0.0
2011-10-18,8.0,,,0.0
2011-10-19,3.0,,,0.0
2011-10-20,3.0,1.0,,0.75
2011-10-21,1.0,1.0,,0.5
2011-10-22,2.0,,,0.0
2011-10-23,1.0,1.0,3.36,0.5
2011-10-24,1.0,,,0.0
2011-10-25,3.0,,,0.0
2011-10-26,1.0,,,0.0
2011-10-27,2.0,1.0,,0.67
2011-10-28,1.0,,,0.0
2011-10-29,3.0,1.0,,0.75
2011-10-30,1.0,,3.65,0.0
2011-11-01,3.0,,,0.0
2011-11-02,1.0,,,0.0
2011-11-03,3.0,,,0.0
2011-11-05,2.0,,,0.0
2011-11-06,,,3.05,0.0
2011-11-07,1.0,,,0.0
2011-11-08,3.0,,,0.0
2011-11-09,1.0,,,0.0
2011-11-10,2.0,,,0.0
2011-11-11,1.0,,,0.0
2011-11-12,1.0,,,0.0
2011-11-13,2.0,,3.1,0.0
2011-11-14,2.0,,,0.0
2011-11-15,4.0,3.0,,0.57
2011-11-16,2.0,,,0.0
2011-11-17,2.0,,,0.0
2011-11-18,1.0,,,0.0
2011-11-19,2.0,,,0.0
2011-11-20,,1.0,2.5,0.0
2011-11-22,1.0,1.0,,0.5
2011-11-23,2.0,,,0.0
2011-11-24,2.0,1.0,,0.67
2011-11-26,4.0,,,0.0
2011-11-27,4.0,,2.5,0.0
2011-11-28,9.0,,,0.0
2011-11-29,1.0,1.0,,0.5
2011-11-30,3.0,,,0.0
2011-12-01,3.0,,,0.0
2011-12-02,3.0,,,0.0
2011-12-03,1.0,,,0.0
2011-12-04,1.0,1.0,2.99,0.5
2011-12-05,1.0,1.0,,0.5
2011-12-06,2.0,1.0,,0.67
2011-12-07,3.0,,,0.0
2011-12-08,2.0,1.0,,0.67
2011-12-09,1.0,,,0.0
2011-12-11,6.0,1.0,3.38,0.86
2011-12-12,3.0,,,0.0
2011-12-14,2.0,,,0.0
2011-12-15,2.0,,,0.0
2011-12-16,2.0,,,0.0
2011-12-17,3.0,,,0.0
2011-12-18,,,3.25,0.0
2011-12-19,3.0,,,0.0
2011-12-20,2.0,,,0.0
2011-12-21,1.0,,,0.0
2011-12-22,2.0,,,0.0
2011-12-25,,,4.39,0.0
2011-12-26,4.0,,,0.0
2011-12-28,2.0,,,0.0
2011-12-29,1.0,,,0.0
2011-12-30,3.0,,,0.0
2012-01-01,3.0,,5.2,0.0
2012-01-02,2.0,1.0,,0.67
2012-01-03,3.0,,,0.0
2012-01-04,6.0,,,0.0
2012-01-05,4.0,1.0,,0.8
2012-01-06,4.0,1.0,,0.8
2012-01-08,,,7.2,0.0
2012-01-09,4.0,,,0.0
2012-01-10,6.0,,,0.0
2012-01-11,4.0,,,0.0
2012-01-12,2.0,,,0.0
2012-01-13,2.0,,,0.0
2012-01-14,4.0,,,0.0
2012-01-15,1.0,,6.99,0.0
2012-01-16,5.0,1.0,,0.83
2012-01-17,2.0,,,0.0
2012-01-18,,1.0,,0.0
2012-01-19,4.0,1.0,,0.8
2012-01-20,3.0,,,0.0
2012-01-21,4.0,1.0,,0.8
2012-01-22,5.0,,6.39,0.0
2012-01-24,5.0,,,0.0
2012-01-26,1.0,1.0,,0.5
2012-01-27,6.0,1.0,,0.86
2012-01-28,5.0,,,0.0
2012-01-29,3.0,,5.76,0.0
2012-01-30,3.0,1.0,,0.75
2012-01-31,5.0,,,0.0
2012-02-01,2.0,,,0.0
2012-02-02,3.0,,,0.0
2012-02-03,4.0,1.0,,0.8
2012-02-04,1.0,,,0.0
2012-02-05,1.0,,5.96,0.0
2012-02-06,,2.0,,0.0
2012-02-07,4.0,,,0.0
2012-02-09,3.0,,,0.0
2012-02-10,5.0,,,0.0
2012-02-11,1.0,,,0.0
2012-02-12,2.0,,5.85,0.0
2012-02-13,1.0,,,0.0
2012-02-14,4.0,1.0,,0.8
2012-02-15,6.0,1.0,,0.86
2012-02-16,4.0,,,0.0
2012-02-17,1.0,,,0.0
2012-02-19,1.0,3.0,4.33,0.25
2012-02-20,3.0,,,0.0
2012-02-21,1.0,,,0.0
2012-02-22,2.0,,,0.0
2012-02-23,3.0,,,0.0
2012-02-24,4.0,1.0,,0.8
2012-02-25,2.0,,,0.0
2012-02-26,,,5.0,0.0
2012-02-27,3.0,,,0.0
2012-02-28,1.0,,,0.0
2012-02-29,4.0,,,0.0
2012-03-01,4.0,,,0.0
2012-03-02,5.0,,,0.0
2012-03-03,4.0,,,0.0
2012-03-04,4.0,,4.9,0.0
2012-03-05,2.0,,,0.0
2012-03-06,5.0,,,0.0
2012-03-07,2.0,,,0.0
2012-03-08,2.0,,,0.0
2012-03-10,2.0,,,0.0
2012-03-11,,,4.99,0.0
2012-03-12,4.0,,,0.0
2012-03-13,2.0,,,0.0
2012-03-14,1.0,,,0.0
2012-03-15,2.0,,,0.0
2012-03-16,2.0,,,0.0
2012-03-17,1.0,,,0.0
2012-03-18,1.0,,5.38,0.0
2012-03-19,3.0,1.0,,0.75
2012-03-20,1.0,1.0,,0.5
2012-03-21,1.0,,,0.0
2012-03-22,3.0,,,0.0
2012-03-23,2.0,,,0.0
2012-03-24,1.0,,,0.0
2012-03-25,1.0,1.0,4.68,0.5
2012-03-26,4.0,,,0.0
2012-03-27,1.0,,,0.0
2012-03-28,2.0,1.0,,0.67
2012-03-29,2.0,,,0.0
2012-03-30,2.0,,,0.0
2012-03-31,1.0,,,0.0
2012-04-01,3.0,,4.93,0.0
2012-04-02,6.0,,,0.0
2012-04-03,3.0,,,0.0
2012-04-04,1.0,,,0.0
2012-04-05,2.0,,,0.0
2012-04-06,2.0,,,0.0
2012-04-07,1.0,,,0.0
2012-04-08,1.0,,4.8,0.0
2012-04-09,3.0,,,0.0
2012-04-10,2.0,1.0,,0.67
2012-04-11,1.0,,,0.0
2012-04-12,3.0,,,0.0
2012-04-13,2.0,1.0,,0.67
2012-04-14,1.0,,,0.0
2012-04-15,5.0,,4.98,0.0
2012-04-16,5.0,1.0,,0.83
2012-04-17,2.0,,,0.0
2012-04-18,1.0,,,0.0
2012-04-20,3.0,,,0.0
2012-04-21,2.0,1.0,,0.67
2012-04-22,5.0,,5.33,0.0
2012-04-23,,1.0,,0.0
2012-04-24,,1.0,,0.0
2012-04-25,4.0,1.0,,0.8
2012-04-26,5.0,,,0.0
2012-04-27,5.0,,,0.0
2012-04-28,3.0,,,0.0
2012-04-29,,,5.02,0.0
2012-04-30,1.0,,,0.0
2012-05-01,2.0,1.0,,0.67
2012-05-02,4.0,2.0,,0.67
2012-05-03,2.0,1.0,,0.67
2012-05-06,3.0,1.0,5.1,0.75
2012-05-07,3.0,,,0.0
2012-05-08,3.0,,,0.0
2012-05-09,3.0,,,0.0
2012-05-10,6.0,,,0.0
2012-05-11,2.0,,,0.0
2012-05-12,1.0,,,0.0
2012-05-13,4.0,,5.0,0.0
2012-05-14,5.0,,,0.0
2012-05-15,1.0,,,0.0
2012-05-16,3.0,,,0.0
2012-05-17,2.0,1.0,,0.67
2012-05-18,2.0,1.0,,0.67
2012-05-20,2.0,,5.15,0.0
2012-05-21,2.0,1.0,,0.67
2012-05-22,1.0,,,0.0
2012-05-23,2.0,,,0.0
2012-05-24,2.0,,,0.0
2012-05-25,1.0,,,0.0
2012-05-26,2.0,,,0.0
2012-05-27,2.0,,5.15,0.0
2012-05-28,2.0,1.0,,0.67
2012-05-29,1.0,,,0.0
2012-05-30,2.0,1.0,,0.67
2012-06-01,6.0,,,0.0
2012-06-03,1.0,,5.26,0.0
2012-06-04,3.0,,,0.0
2012-06-05,2.0,,,0.0
2012-06-07,2.0,1.0,,0.67
2012-06-08,3.0,1.0,,0.75
2012-06-09,4.0,,,0.0
2012-06-10,1.0,,5.62,0.0
2012-06-11,3.0,,,0.0
2012-06-12,5.0,1.0,,0.83
2012-06-13,3.0,,,0.0
2012-06-14,3.0,,,0.0
2012-06-15,4.0,1.0,,0.8
2012-06-16,5.0,1.0,,0.83
2012-06-17,4.0,,6.53,0.0
2012-06-18,4.0,1.0,,0.8
2012-06-19,8.0,,,0.0
2012-06-20,3.0,,,0.0
2012-06-21,3.0,,,0.0
2012-06-22,2.0,,,0.0
2012-06-23,1.0,,,0.0
2012-06-24,2.0,,6.59,0.0
2012-06-25,8.0,,,0.0
2012-06-26,2.0,,,0.0
2012-06-27,1.0,,,0.0
2012-06-28,2.0,,,0.0
2012-06-29,5.0,,,0.0
2012-06-30,2.0,,,0.0
2012-07-01,1.0,,6.69,0.0
2012-07-02,1.0,,,0.0
2012-07-03,4.0,,,0.0
2012-07-04,,1.0,,0.0
2012-07-05,1.0,,,0.0
2012-07-06,1.0,,,0.0
2012-07-07,1.0,,,0.0
2012-07-08,1.0,1.0,6.87,0.5
2012-07-09,4.0,,,0.0
2012-07-10,6.0,1.0,,0.86
2012-07-11,4.0,1.0,,0.8
2012-07-12,1.0,,,0.0
2012-07-13,2.0,2.0,,0.5
2012-07-14,4.0,,,0.0
2012-07-15,1.0,,7.65,0.0
2012-07-16,1.0,1.0,,0.5
2012-07-17,2.0,1.0,,0.67
2012-07-18,3.0,1.0,,0.75
2012-07-20,2.0,1.0,,0.67
2012-07-21,1.0,,,0.0
2012-07-22,3.0,,9.0,0.0
2012-07-23,2.0,,,0.0
2012-07-24,1.0,,,0.0
2012-07-25,1.0,,,0.0
2012-07-26,5.0,,,0.0
2012-07-27,4.0,,,0.0
2012-07-28,1.0,,,0.0
2012-07-29,5.0,,8.89,0.0
2012-07-30,2.0,,,0.0
2012-07-31,7.0,1.0,,0.88
2012-08-01,2.0,1.0,,0.67
2012-08-02,4.0,,,0.0
2012-08-03,6.0,,,0.0
2012-08-04,2.0,,,0.0
2012-08-05,1.0,,11.19,0.0
2012-08-06,1.0,,,0.0
2012-08-07,2.0,,,0.0
2012-08-08,2.0,1.0,,0.67
2012-08-09,3.0,,,0.0
2012-08-10,4.0,1.0,,0.8
2012-08-11,3.0,1.0,,0.75
2012-08-12,1.0,,11.76,0.0
2012-08-13,1.0,1.0,,0.5
2012-08-14,6.0,,,0.0
2012-08-15,4.0,1.0,,0.8
2012-08-16,4.0,1.0,,0.8
2012-08-17,7.0,,,0.0
2012-08-18,4.0,,,0.0
2012-08-19,4.0,,12.0,0.0
2012-08-20,2.0,1.0,,0.67
2012-08-21,3.0,1.0,,0.75
2012-08-22,1.0,1.0,,0.5
2012-08-23,6.0,1.0,,0.86
2012-08-24,1.0,,,0.0
2012-08-25,3.0,,,0.0
2012-08-26,2.0,,10.62,0.0
2012-08-27,3.0,,,0.0
2012-08-28,2.0,,,0.0
2012-08-29,3.0,,,0.0
2012-08-31,3.0,1.0,,0.75
2012-09-01,3.0,,,0.0
2012-09-02,4.0,,10.19,0.0
2012-09-03,3.0,1.0,,0.75
2012-09-04,4.0,,,0.0
2012-09-05,5.0,2.0,,0.71
2012-09-06,7.0,3.0,,0.7
2012-09-07,5.0,1.0,,0.83
2012-09-08,3.0,,,0.0
2012-09-09,1.0,,11.14,0.0
2012-09-10,,1.0,,0.0
2012-09-11,4.0,,,0.0
2012-09-12,3.0,,,0.0
2012-09-13,3.0,,,0.0
2012-09-14,3.0,1.0,,0.75
2012-09-15,4.0,,,0.0
2012-09-16,5.0,,11.99,0.0
2012-09-17,4.0,1.0,,0.8
2012-09-18,4.0,,,0.0
2012-09-19,2.0,,,0.0
2012-09-20,4.0,,,0.0
2012-09-21,3.0,2.0,,0.6
2012-09-22,4.0,3.0,,0.57
2012-09-23,1.0,1.0,12.27,0.5
2012-09-24,2.0,,,0.0
2012-09-25,4.0,1.0,,0.8
2012-09-26,5.0,,,0.0
2012-09-27,3.0,,,0.0
2012-09-28,4.0,,,0.0
2012-09-29,2.0,1.0,,0.67
2012-09-30,2.0,,12.47,0.0
2012-10-01,1.0,1.0,,0.5
2012-10-02,6.0,1.0,,0.86
2012-10-03,6.0,1.0,,0.86
2012-10-04,4.0,,,0.0
2012-10-05,2.0,1.0,,0.67
2012-10-06,2.0,,,0.0
2012-10-07,3.0,,12.74,0.0
2012-10-08,4.0,,,0.0
2012-10-09,2.0,1.0,,0.67
2012-10-10,2.0,1.0,,0.67
2012-10-11,3.0,1.0,,0.75
2012-10-12,4.0,,,0.0
2012-10-13,4.0,,,0.0
2012-10-14,2.0,,12.0,0.0
2012-10-15,3.0,,,0.0
2012-10-16,3.0,,,0.0
2012-10-17,3.0,,,0.0
2012-10-18,1.0,,,0.0
2012-10-19,2.0,1.0,,0.67
2012-10-21,4.0,1.0,11.8,0.8
2012-10-22,3.0,,,0.0
2012-10-23,6.0,,,0.0
2012-10-24,1.0,,,0.0
2012-10-25,1.0,,,0.0
2012-10-26,3.0,,,0.0
2012-10-27,1.0,,,0.0
2012-10-28,1.0,,10.61,0.0
2012-10-29,2.0,,,0.0
2012-10-30,1.0,,,0.0
2012-10-31,2.0,1.0,,0.67
2012-11-01,1.0,1.0,,0.5
2012-11-02,1.0,,,0.0
2012-11-03,4.0,1.0,,0.8
2012-11-04,1.0,,10.68,0.0
2012-11-05,3.0,,,0.0
2012-11-06,4.0,2.0,,0.67
2012-11-07,3.0,,,0.0
2012-11-08,2.0,,,0.0
2012-11-09,4.0,,,0.0
2012-11-10,2.0,,,0.0
2012-11-11,2.0,,10.94,0.0
2012-11-12,3.0,,,0.0
2012-11-13,4.0,,,0.0
2012-11-14,4.0,,,0.0
2012-11-15,7.0,,,0.0
2012-11-16,11.0,2.0,,0.85
2012-11-17,2.0,,,0.0
2012-11-18,5.0,,11.83,0.0
2012-11-19,2.0,1.0,,0.67
2012-11-20,1.0,,,0.0
2012-11-21,1.0,,,0.0
2012-11-22,2.0,,,0.0
2012-11-23,2.0,1.0,,0.67
2012-11-24,3.0,,,0.0
2012-11-25,2.0,,12.6,0.0
2012-11-26,6.0,2.0,,0.75
2012-11-27,6.0,1.0,,0.86
2012-11-28,10.0,1.0,,0.91
2012-11-29,5.0,1.0,,0.83
2012-11-30,3.0,,,0.0
2012-12-01,2.0,1.0,,0.67
2012-12-02,6.0,,12.68,0.0
2012-12-03,2.0,,,0.0
2012-12-04,6.0,4.0,,0.6
2012-12-05,4.0,,,0.0
2012-12-06,1.0,,,0.0
2012-12-07,3.0,,,0.0
2012-12-08,6.0,,,0.0
2012-12-09,5.0,2.0,13.53,0.71
2012-12-10,8.0,,,0.0
2012-12-11,6.0,,,0.0
2012-12-12,3.0,,,0.0
2012-12-13,5.0,,,0.0
2012-12-14,3.0,,,0.0
2012-12-15,2.0,1.0,,0.67
