,positif,negatif,cours,ratio
2015-06-22,32.0,1.0,,0.97
2015-06-23,49.0,7.0,,0.88
2015-06-24,48.0,1.0,,0.98
2015-06-25,49.0,1.0,,0.98
2015-06-26,47.0,2.0,,0.96
2015-06-27,37.0,2.0,,0.95
2015-06-28,38.0,7.0,248.76,0.84
2015-06-29,64.0,2.0,,0.97
2015-06-30,69.0,,,0.0
2015-07-01,53.0,6.0,,0.9
2015-07-02,50.0,4.0,,0.93
2015-07-03,37.0,9.0,,0.8
2015-07-04,23.0,,,0.0
2015-07-05,45.0,9.0,270.92,0.83
2015-07-06,48.0,5.0,,0.91
2015-07-07,43.0,6.0,,0.88
2015-07-08,57.0,7.0,,0.89
2015-07-09,39.0,2.0,,0.95
2015-07-10,58.0,4.0,,0.94
2015-07-11,37.0,2.0,,0.95
2015-07-12,52.0,2.0,309.3,0.96
2015-07-13,32.0,4.0,,0.89
2015-07-14,37.0,1.0,,0.97
2015-07-15,33.0,6.0,,0.85
2015-07-16,35.0,2.0,,0.95
2015-07-17,25.0,4.0,,0.86
2015-07-18,16.0,3.0,,0.84
2015-07-19,25.0,4.0,276.09,0.86
2015-07-20,35.0,,,0.0
2015-07-21,31.0,5.0,,0.86
2015-07-22,25.0,5.0,,0.83
2015-07-23,37.0,1.0,,0.97
2015-07-24,38.0,3.0,,0.93
2015-07-25,13.0,3.0,,0.81
2015-07-26,19.0,1.0,292.33,0.95
2015-07-27,21.0,2.0,,0.91
2015-07-28,30.0,2.0,,0.94
2015-07-29,33.0,1.0,,0.97
2015-07-30,31.0,3.0,,0.91
2015-07-31,24.0,,,0.0
2015-08-01,34.0,1.0,,0.97
2015-08-02,24.0,4.0,280.69,0.86
2015-08-03,36.0,4.0,,0.9
2015-08-04,36.0,,,0.0
2015-08-05,21.0,2.0,,0.91
2015-08-06,35.0,4.0,,0.9
2015-08-07,22.0,,,0.0
2015-08-08,14.0,1.0,,0.93
2015-08-09,13.0,6.0,265.42,0.68
2015-08-10,21.0,1.0,,0.95
2015-08-11,28.0,2.0,,0.93
2015-08-12,19.0,3.0,,0.86
2015-08-13,34.0,3.0,,0.92
2015-08-14,31.0,3.0,,0.91
2015-08-15,27.0,,,0.0
2015-08-16,24.0,3.0,257.47,0.89
2015-08-17,32.0,4.0,,0.89
2015-08-18,24.0,3.0,,0.89
2015-08-19,29.0,5.0,,0.85
2015-08-20,26.0,2.0,,0.93
2015-08-21,20.0,6.0,,0.77
2015-08-22,20.0,2.0,,0.91
2015-08-23,19.0,2.0,228.68,0.9
2015-08-24,26.0,4.0,,0.87
2015-08-25,28.0,2.0,,0.93
2015-08-26,32.0,5.0,,0.86
2015-08-27,21.0,,,0.0
2015-08-28,26.0,3.0,,0.9
2015-08-29,20.0,,,0.0
2015-08-30,17.0,2.0,226.47,0.89
2015-08-31,34.0,1.0,,0.97
2015-09-01,20.0,9.0,,0.69
2015-09-02,19.0,3.0,,0.86
2015-09-03,21.0,,,0.0
2015-09-04,21.0,2.0,,0.91
2015-09-05,14.0,2.0,,0.88
2015-09-06,17.0,1.0,240.2,0.94
2015-09-07,19.0,1.0,,0.95
2015-09-08,15.0,1.0,,0.94
2015-09-09,20.0,3.0,,0.87
2015-09-10,24.0,1.0,,0.96
2015-09-11,24.0,2.0,,0.92
2015-09-12,14.0,1.0,,0.93
2015-09-13,19.0,1.0,229.86,0.95
2015-09-14,13.0,,,0.0
2015-09-15,21.0,1.0,,0.95
2015-09-16,19.0,,,0.0
2015-09-17,23.0,3.0,,0.88
2015-09-18,24.0,4.0,,0.86
2015-09-19,17.0,1.0,,0.94
2015-09-20,17.0,4.0,230.2,0.81
2015-09-21,24.0,2.0,,0.92
2015-09-22,17.0,2.0,,0.89
2015-09-23,22.0,,,0.0
2015-09-24,25.0,1.0,,0.96
2015-09-25,19.0,3.0,,0.86
2015-09-26,32.0,1.0,,0.97
2015-09-27,16.0,2.0,232.85,0.89
2015-09-28,32.0,2.0,,0.94
2015-09-29,21.0,6.0,,0.78
2015-09-30,22.0,4.0,,0.85
2015-10-01,22.0,4.0,,0.85
2015-10-02,20.0,1.0,,0.95
2015-10-03,11.0,2.0,,0.85
2015-10-04,10.0,1.0,239.47,0.91
2015-10-05,25.0,1.0,,0.96
2015-10-06,20.0,3.0,,0.87
2015-10-07,20.0,4.0,,0.83
2015-10-08,29.0,1.0,,0.97
2015-10-09,22.0,2.0,,0.92
2015-10-10,14.0,,,0.0
2015-10-11,12.0,1.0,248.08,0.92
2015-10-12,19.0,,,0.0
2015-10-13,20.0,4.0,,0.83
2015-10-14,32.0,2.0,,0.94
2015-10-15,33.0,3.0,,0.92
2015-10-16,35.0,1.0,,0.97
2015-10-17,27.0,2.0,,0.93
2015-10-18,30.0,1.0,262.44,0.97
2015-10-19,26.0,3.0,,0.9
2015-10-20,28.0,,,0.0
2015-10-21,34.0,1.0,,0.97
2015-10-22,22.0,1.0,,0.96
2015-10-23,30.0,,,0.0
2015-10-24,18.0,4.0,,0.82
2015-10-25,27.0,3.0,295.01,0.9
2015-10-26,25.0,1.0,,0.96
2015-10-27,33.0,1.0,,0.97
2015-10-28,44.0,2.0,,0.96
2015-10-29,49.0,1.0,,0.98
2015-10-30,35.0,,,0.0
2015-10-31,26.0,1.0,,0.96
2015-11-01,26.0,2.0,311.5,0.93
2015-11-02,47.0,1.0,,0.98
2015-11-03,60.0,6.0,,0.91
2015-11-04,95.0,5.0,,0.95
2015-11-05,56.0,4.0,,0.93
2015-11-06,38.0,4.0,,0.9
2015-11-07,18.0,,,0.0
2015-11-08,35.0,3.0,381.51,0.92
2015-11-09,40.0,3.0,,0.93
2015-11-10,31.0,1.0,,0.97
2015-11-11,45.0,9.0,,0.83
2015-11-12,39.0,2.0,,0.95
2015-11-13,35.0,2.0,,0.95
2015-11-14,18.0,1.0,,0.95
2015-11-15,26.0,,322.33,0.0
2015-11-16,26.0,,,0.0
2015-11-17,27.0,3.0,,0.9
2015-11-18,29.0,,,0.0
2015-11-19,20.0,6.0,,0.77
2015-11-20,24.0,2.0,,0.92
2015-11-21,29.0,6.0,,0.83
2015-11-22,12.0,2.0,322.33,0.86
2015-11-23,24.0,1.0,,0.96
2015-11-24,24.0,7.0,,0.77
2015-11-25,33.0,3.0,,0.92
2015-11-26,38.0,6.0,,0.86
2015-11-27,33.0,3.0,,0.92
2015-11-28,17.0,,,0.0
2015-11-29,24.0,,363.98,0.0
2015-11-30,34.0,3.0,,0.92
2015-12-01,23.0,1.0,,0.96
2015-12-02,40.0,,,0.0
2015-12-03,34.0,2.0,,0.94
2015-12-04,38.0,2.0,,0.95
2015-12-05,28.0,1.0,,0.97
2015-12-06,36.0,5.0,390.04,0.88
2015-12-07,30.0,2.0,,0.94
2015-12-08,19.0,3.0,,0.86
2015-12-09,49.0,12.0,,0.8
2015-12-10,32.0,6.0,,0.84
2015-12-11,39.0,3.0,,0.93
2015-12-12,33.0,4.0,,0.89
2015-12-13,17.0,3.0,438.79,0.85
2015-12-14,42.0,2.0,,0.95
2015-12-15,32.0,4.0,,0.89
2015-12-16,41.0,2.0,,0.95
2015-12-17,28.0,1.0,,0.97
2015-12-18,24.0,2.0,,0.92
2015-12-19,26.0,,,0.0
2015-12-20,25.0,1.0,434.98,0.96
2015-12-21,29.0,2.0,,0.94
2015-12-22,31.0,3.0,,0.91
2015-12-23,29.0,1.0,,0.97
2015-12-24,33.0,3.0,,0.92
2015-12-25,28.0,,,0.0
2015-12-26,34.0,3.0,,0.92
2015-12-27,27.0,3.0,418.46,0.9
2015-12-28,40.0,1.0,,0.98
2015-12-29,36.0,2.0,,0.95
2015-12-30,18.0,1.0,,0.95
2016-01-03,,,428.13,0.0
2016-01-10,,,446.24,0.0
2016-01-17,,,385.45,0.0
2016-01-24,,,404.75,0.0
2016-01-31,,,376.86,0.0
2016-02-07,,,373.74,0.0
2016-02-14,,,402.38,0.0
2016-02-21,,,434.67,0.0
2016-02-28,,,433.47,0.0
